hash,original_text,text
eb0ebdec4602f0e41f916481023f5ce9,Summer or Zaid Season Vegetable,Zaid Season Vegetable
4ca2aebe764d0e46467a2742d490ba34,"capitulate, give in, surrender",capitulate
4ca2aebe764d0e46467a2742d490ba34,"capitulate, give in, surrender",give in
4ca2aebe764d0e46467a2742d490ba34,"capitulate, give in, surrender",surrender
2ea6c483ad5152f159a9278aa2355666,Lock up,Lock up
586ec3b408d6653b1096e4aa7b15d999,Panama,Panama
2ef01da067d70563d6a78d34e8ebf756,Karnataka,Karnataka
40f2deb2a4c7db3279fba2677cba22b5,preposition,preposition
2e3b17e507288972fe369e81ef874af7,Electromagnet,Electromagnet
02eeca4a8eff04fb0c53fa3370c79667,Riverine,Riverine
81d005404fd918d5c3da7058c703669b,"Bharatiya Janata Party, BJP sign 4",Bharatiya Janata Party
81d005404fd918d5c3da7058c703669b,"Bharatiya Janata Party, BJP sign 4",BJP
7c166f75c8cae9c905f687d21ae3ef17,role (sign 1),role
39228f209c8f99fde7b04f5e444b0e6b,MS Visual Studio,MS Visual Studio
090de64c3cd35d99d778a696b3b38061,cello tape,cello tape
6d10acfd90a664ba8dd2909198252350,zebra crossing,zebra crossing
4f57f1ef4774a4d307944bab15e1daec,Private SecretaryPS,Private Secretary
4f57f1ef4774a4d307944bab15e1daec,Private SecretaryPS,PS
bdb6ebf0e00acf93beb27d74d77adf69,Un Cultivated Land Weeds,Uncultivated Land
bdb6ebf0e00acf93beb27d74d77adf69,Un Cultivated Land Weeds,Weeds
92d09500e656ce4a3e9b68234ca071c7,Srinagar,Srinagar
5857bac3a1d0bda7dcfa33c2b64e2e83,swallow (food),swallow
2142c2e85a0aaa1b8edfd50a37438aca,File,File
4027630c7147f73fc4e372bf1f3999e8,"Sikhism, Sikh (sign 2)",Sikhism
4027630c7147f73fc4e372bf1f3999e8,"Sikhism, Sikh (sign 2)",Sikh
e5dda53805776236af690e8db2df511f,arranged marriage,arranged marriage
10abcb3ee25068f722d007910e545b34,Ground Fault  Circuit Interrupter,Ground Fault Circuit Interrupter
2f56caed25f726c4f47b6c90a9a5869c,North Pole and South Pole,North Pole
2f56caed25f726c4f47b6c90a9a5869c,North Pole and South Pole,South Pole
ff54cb0a5718671adf7c53f6e1350c81,"disagree, dissent (sign 1)",disagree
ff54cb0a5718671adf7c53f6e1350c81,"disagree, dissent (sign 1)",dissent
3c83781699174806e569880871f1e62e,private transport,private transport
32d0b546df6360f8eafd405a9e7ce2e5,Eardrum,Eardrum
f06a33361545ae68eb38a3c72dfe20ac,sit sign 1,sit
b8ac14820014bc30f58ffc82f60e3c8a,hypotenuse,hypotenuse
640077ba69b507208e4ab963f34b9710,sun,sun
95e2503a5b5ee377c7d17f41a4cf5fdc,impact (sign 1),impact
722b7d19230b365abc9abce08d5193e2,Punish,Punish
61b7bcb1831c232eed4d14fd481f4202,capable,capable
d1b57317ffbf7f5677d78ad5207f3aad,Ovi Viviparous,Oviparous
a836fc9474b2e1aea6ad1998837580a3,bike suspension 1,bike suspension
e12d95e2b07f55374981b6e704207a6c,heavy,heavy
fd10e638e1efa3a895686254aa7d241d,"hard, difficult",hard
fd10e638e1efa3a895686254aa7d241d,"hard, difficult",difficult
cfcbde42525f98652ca0ae1766a8b492,Coma,Coma
3f18385dab6940963a99cdb87796130d,friction explanation,friction explanation
f0b2ff4b2f077e6b5a6197150b9e6ba1,October (sign 2),October
2efd9932b57d11b32a59eb3190550af5,"diaper, nappy",diaper
2efd9932b57d11b32a59eb3190550af5,"diaper, nappy",nappy
61a2e030d026e1d2af464e03250632ba,Tripura (sign 3),Tripura
8cc8db48240923582d5d9a6ac5449804,scan,scan
86cb873a88df1b80656865841de2082b,alcohol sign 3,alcohol
d0111048b120481a4f96db725a31b70d,"cruel, brutal, inhuman, ruthless, cold hearted",cruel
d0111048b120481a4f96db725a31b70d,"cruel, brutal, inhuman, ruthless, cold hearted",brutal
d0111048b120481a4f96db725a31b70d,"cruel, brutal, inhuman, ruthless, cold hearted",inhuman
d0111048b120481a4f96db725a31b70d,"cruel, brutal, inhuman, ruthless, cold hearted",ruthless
d0111048b120481a4f96db725a31b70d,"cruel, brutal, inhuman, ruthless, cold hearted",cold hearted
f422957643bfa946b56d875154e53a97,lemon,lemon
e6ef419cca31039f3809b011f3c6800c,edge,edge
a3c0fe11b0e95e8ff17903d0dd9a9fea,jump,jump
7c77ac1a04a6d21c38161cb55bb40db2,fail,fail
f2dfc8e5dc1cd06bab0a9454050316d7,archery,archery
a71e32354d8f48cf1e3c4199bf452f8a,single cell,single cell
398642d420bf85a58d7aa008b1b6af21,paradigm,paradigm
0aa94fbe5c53f00aa9de5b4865bbf212,name (sign 4),name
5bfda0aea695213727a810140c7411e9,force,force
0439e6d80f8cbbacb6fa151b0d22e204,"bandh, general strike",bandh
0439e6d80f8cbbacb6fa151b0d22e204,"bandh, general strike",general strike
f298cc96466d8524923f6d3cce60dc40,pole vault,pole vault
52bc76076f418e69509495172b14fc0e,mat,mat
87584b45f1593b67e94333aa7c7131f9,Heartburn,Heartburn
02f005bc52491b45fdfc188ced72e1ec,Vegetable Gardening for Seed Production,Vegetable Gardening for Seed Production
cae550a795dd9d41f221373313a8a9fe,Hand Tools,Hand Tools
c69ff537f304cc45f101f313231fbca0,"cheap, inexpensive",cheap
c69ff537f304cc45f101f313231fbca0,"cheap, inexpensive",inexpensive
e45f6fcf875d3f65002d4c5b5286e177,Africa (sign 1),Africa
9223466d203b1a0ca2bd048dfe6340a9,Ward,Ward
a5c59586ae0505f2061ed5e8edd75015,squawk parrot,squawking parrot
e9f7f920bf18d70e0fdaf24dba0e30e4,Function,Function
cc9414c0e3ad04ccf0f941e23e796d4e,organization,organization
abc16f12e890e25563a4f563e770caef,Pull someone's leg,Pull someone's leg
72ccb48e5710027d4cd4f5dff8bafea6,Stand alone M C U,Stand alone M C U
fbc655e314ccc62d43c3dc8f203b6371,scratch (skin),scratch
0a98186b61fdc97aa3d180f957bc0d08,Legalese,Legalese
25a2d6ac6b395ddda9fd3cc493ecf55f,seashore,seashore
62f4bf966dff03503ed33e7ed4ff5c96,formative assessment,formative assessment
4f5f322473e4342185cf9c6ad10de089,above,above
6df69b25a8c2c4525575b20f8c4c1b78,Waterproof Air Filter,Waterproof Air Filter
51833adedce215599cf61f69c95be6fd,ours,ours
3b5306e4a00902e0718e92cf8d286c62,"wide, broad",wide
3b5306e4a00902e0718e92cf8d286c62,"wide, broad",broad
2354318a6154a11f96f3f038c4afbfd0,sweater (sign 2),sweater
b2db63371336875fa20f0e074046c9d5,seasons,seasons
697d4de2daa5882b7f9d66c9fd14eca4,Minor,Minor
0f0355eaf99210f2cb53c0c7a72fb31b,anniversary,anniversary
06af1d895d9f5a5e5e727790d87f18ac,Special Education Zone SEZ,Special Education Zone
06af1d895d9f5a5e5e727790d87f18ac,Special Education Zone SEZ,SEZ
2c08ec757a4d99b66127848eb919d490,fight (sign 2),fight
e0c55cbbe1e8e6896de683c4affa9188,Belt Loops,Belt Loops
f1f319fa9c1193b009f5ec03c6ae8347,Soil Air,Soil Air
7cd985b1a84f95790c4e9eae4cf55ca0,Dual Nationality,Dual Nationality
f895418aa1e53736217b568628f99557,land breeze,land breeze
bbca3f96d5b2d8854b0efed7d815b535,Magnetic ink character recognition 1,Magnetic ink character recognition
b7afe554927fdd3fa3ecd8acd0cfd7f6,Adobe Acrobat Reader,Adobe Acrobat Reader
ce73c2db6c43cbab6d2dd9dc834f72bc,Fruit Preserve,Fruit Preserve
388d59eae9a94689eca22edf4493ff83,kidney beans (sign 2),kidney beans
631bf64f43f05e19d9147fd749fc90e5,Regional,Regional
a6e15198bd8e965a4ede532604769302,peas (sign 2),peas
7d74d4e5238bbf694297eeb55bf6e4cc,Uzbekistan,Uzbekistan
a32b3f540642051911c043c3d625feea,animals (sign 2),animals
ed1d35191f83fe28cbccc43ab8bd46ae,Plant Disease Due to Animal,Plant Disease Due to Animal
31ad0d6e38b70f451e3bf8e5c71469cb,structured interview,structured interview
b16926506cbf94175a45e45ece882bd0,loud,loud
21a2d08120ac879e4897131e0e60820b,ceremony,ceremony
7ff053800f869ed55d9934d9fe23c6cf,Adenoids,Adenoids
f3af75e6f79d82a496693891495624a6,"Communist Party of India, CPI",Communist Party of India
f3af75e6f79d82a496693891495624a6,"Communist Party of India, CPI",CPI
917d1f5fc04909f31cf5556df8a7771f,gardener,gardener
fc223d0476533e38e06ebab522d4e18d,peas (sign 1),peas
d65124292e05ca48b244864f169da765,Runner,Runner
c6076888ae7dab6fb5022d0fb64cb760,real estate agent,real estate agent
c0af92fc597234a46190adec9aebaa85,population density,population density
c3b7880c4199ac79dbdd9227e5d73abb,Ports Tab 1,Ports Tab
da4966d37417f57ede038e609bf847ba,recyclables,recyclables
5b7a9e5426f899a5fbd473bf6c7a9786,yesterday,yesterday
b009abbf360f355fba9a00eca7affa0d,agnostic,agnostic
80d33c0713a559bf7cf9fa00c72a3603,how much meaning,how much meaning
673df925de39a72dd4693d86618b4ae0,nervous (sign 2),nervous
de40c628a2e4b1c98a75e323e2510737,Dental X Ray,Dental X Ray
1a2282e243a4050304343214ccad38b0,thermometer,thermometer
04e3849389661281757d3b5d466602cf,RHS,RHS
412942d3f3a13cbcebd566a3997014b6,potato (sign 2),potato
3562378f12d829d3d5f186723c070d0b,duckling,duckling
9609b781bd0cd8501a8542d8176d9d3e,bullet,bullet
45cb2a30e8fe513c054785ddff5e91cc,ear,ear
5356b188f3d47d4290e0f7a3705a8ad7,Load Rejection Test,Load Rejection Test
9db97b1d450919e7655c1c212b4eb655,office,office
30b4e99af28ea0064954eab81340a5a7,Uganda,Uganda
d199d76a46eedfcc8178b40cabb8efb7,late (sign 2),late
c34befb4187f753f312ce0e772aec0cc,Indigenous or domestic Swine,Indigenous or domestic Swine
ae0446bb03a20c3bf32bfa827fc3e705,implementation,implementation
1291acd2df0457468bce577563a7ab30,warm (sign 1),warm
250d19b02bb3490f221ae2707b85dfe7,semicircle,semicircle
b8379a75b5c60a7621899774a046e6c6,magician (sign 2),magician
8472c25859455a4bcae239765300ba2d,Palliation,Palliation
9e57d5c5085abf569b984659f233b277,"toll, toll road, toll booth 2",toll
9e57d5c5085abf569b984659f233b277,"toll, toll road, toll booth 2",toll road
9e57d5c5085abf569b984659f233b277,"toll, toll road, toll booth 2",toll booth
6bd729a40cc8d470881b6e3b87f15749,helium,helium
d39779a427efa3fc359cde6f7da298d2,focus and epicentre,focus
d39779a427efa3fc359cde6f7da298d2,focus and epicentre,epicentre
160133f46ef66e33f39d1c96d3ac3852,part(s),part
160133f46ef66e33f39d1c96d3ac3852,part(s),parts
c0a74d95b7b038b6d45e73880e89cded,Draft for Approval DFA,Draft for Approval
08a8cfb44ca527e1ffbe38e8348dcd62,search,search
da8ae7fab9e0433ee4a394817ce2dc12,First Coat,First Coat
ea515391cc17c6e8033f3c92d9656a6b,watermelon,watermelon
48f3a05f2dfa6d919770f29434b8a21e,homestead,homestead
72595aee2037d3ced381f3b39010904c,dress,dress
80eb76e2c403dd7ec5423ad631ded4ef,each (sign 1),each
d8285ac61aaabad1b574edde6800ab72,circumference,circumference
b02a14f5e2e7b17f28f53089c8665650,Sand Paper,Sand Paper
2b7d187c32561bd9c26063f611af38f5,Buddha Purnima,Buddha Purnima
43c16a15feb8c4519f60189c153d914b,Germany,Germany
bff501269a34a7132a603dde16a90c04,maybe,maybe
8ded35b6d2c0bef36593b813e102bb63,"value, worth, merit (positive)",value
8ded35b6d2c0bef36593b813e102bb63,"value, worth, merit (positive)",worth
8ded35b6d2c0bef36593b813e102bb63,"value, worth, merit (positive)",merit
fbf53a4054e89393072b3cc988b9eb6b,Go Air,Go Air
b83f9df594035c1056ef23dff97ee5ce,Restart,Restart
7cb56849e88974a85edd991308950663,momos,momos
66da5b9f568c14228ddf567bfbca103b,owl (sign 2),owl
52ac8918c7da8207030eb985115907fe,"burrow, warren",burrow
52ac8918c7da8207030eb985115907fe,"burrow, warren",warren
efc8038a1398f18439acd5f6099e21b3,Amazon sign 2,Amazon
57eecf9c267eb8e3fc0dbdc449948a15,Loose Tracking,Loose Tracking
e2768754f015435f078b1d9d2e3d37d4,travel,travel
c4af1652850b2b8c840e545a3559be4d,Acute Coronary Syndrome,Acute Coronary Syndrome
35f10c2590721107f989d168b78062d3,Dwarf,Dwarf
6ffb4f12cd548baa2739aa139872b86c,glass block 1,glass block
8e576de335ba4b3521b2635f3e9395ae,de value,devalue
c4daf777fa4ec5fd38ff713f40acf9e0,balance of international payments,balance of international payments
ba48827b3853581fb2515cf9f441a399,loss,loss
b0c2e86edbfad478cad1ee5ef39bfd46,similar (sign 2),similar
e850706f15d5157a61c4bf8b59f7e75d,Onam sign 2,Onam
a29f84ea92b186f59912d62de5d3d6f5,brackets,brackets
eeb4ceab36fe4690390e88bf5e29d454,last month,last month
68dbd41c1a858449e3a0c538570b3b28,Acceptance Letter 1,Acceptance Letter
ac16d664eafe67723cb30f876852e9b4,wide,wide
0c6e287f6f4ee2f6d968ec7528b3075e,acquaintance,acquaintance
d956fa263548106626f3cdf11f55abd2,"admire, commend, praise, appreciate",admire
d956fa263548106626f3cdf11f55abd2,"admire, commend, praise, appreciate",commend
d956fa263548106626f3cdf11f55abd2,"admire, commend, praise, appreciate",praise
d956fa263548106626f3cdf11f55abd2,"admire, commend, praise, appreciate",appreciate
b63cce9225c26f9f9e964e4600c4dc5d,tailor (sign 2),tailor
c7f5cbab7ea8dc1a0890e2fd2e2d0787,Local Recording,Local Recording
9aa3e3f235edeee26b452f4f79872faf,Jawaharlal Nehru (sign 2),Jawaharlal Nehru
8da1d4829cd499649bd75e888df5a0e3,measuring tape,measuring tape
4e92d00b6df280ea4500b3930dc45a7b,Section 375,Section 375
9ece04b9fe39ba4a6b2b8c1d46beade4,summary (sign 2),summary
88b5986ea49950e1b99cd38f372bb0ba,Nematode Control,Nematode Control
4675745214af63935db7709e455e5e3b,Hydraulic Sprayer,Hydraulic Sprayer
aefb693c9b026b3dab81ae5a4ab882ce,Disconnect,Disconnect
f757d0e055e6d2a1d1b59e740ee42f29,withdraw money from bank,withdraw money from bank
64470c0a88a32d618f49d06164814a98,list (sign 2),list
9adf5f0e4d3fe52a00e7a058d1fd388f,Ring Spanner,Ring Spanner
ff50c133c1b1ea5f54f1e783d7ed1d40,And Operator,And Operator
27d539b218d548043280ee14dd786f7d,sociolinguistics sign,sociolinguistics
b6498309afdbbc3e459c7b87d12b7ca5,Alkaline Cell,Alkaline Cell
9889c09665078708ac2e2ab456522f24,recent,recent
70f9ae15a9bfeeebbbff1d787ec549bd,Essential Dietary Minerals,Essential Dietary Minerals
907d6a540c313626ac231a125216cada,Flower For medical importance,Flower For medical importance
9b6dae2665e3404a928d0ddea193250a,Arunachal Pradesh sign 1,Arunachal Pradesh
8b82f6e358522c489324e83f6add8af0,"menstruation, menses, menstrual cycle, periods",menstruation
8b82f6e358522c489324e83f6add8af0,"menstruation, menses, menstrual cycle, periods",menses
8b82f6e358522c489324e83f6add8af0,"menstruation, menses, menstrual cycle, periods",menstrual cycle
8b82f6e358522c489324e83f6add8af0,"menstruation, menses, menstrual cycle, periods",periods
c5b81e60aef901592c0c14da2eeb9256,glare,glare
2f16893eba6c46bb8c284542bb2d88cb,repair (sign 1),repair
81fbfb01fee41775a502cfe7b407fedd,Health Tourism or Medical Tourism,Health Tourism
81fbfb01fee41775a502cfe7b407fedd,Health Tourism or Medical Tourism,Medical Tourism
605056dd858ccf92b25bd7d38cb1b94e,Cop,Cop
b552a54036db017f6f3c5a69670e448c,shoe rack,shoe rack
e299c152c16a6752af64702c530f8ce1,situation,situation
ec2f475743f81fa97725203c73f24bce,social networking site,social networking site
3c4eb42658acf422bc1280e8dfeecaaa,greater than,greater than
7e4efb1bd2185e6f71b4a55431ea6b6a,weightlifting,weightlifting
57311c12d7b16867660b48cfaae4f107,autumn,autumn
02f45db614daa9ed0c12132be8bb787b,child,child
ec7c5730b4b966cf8d6fd43ea9ad1073,electric bus,electric bus
866d7f5544dbfa4d19f45e81cf69b1dc,smog,smog
c50c192567b786206362e3d31054e70f,coastal plain,coastal plain
bca18538911901966ccf95aa70fb6a54,recently,recently
7c574c19221c881a89a0d89797e94e83,tribals,tribals
ba4c196343b36b0d1185bcd12b892d94,ventilation,ventilation
0f3126e2e251b31c3a9669657d75ab84,Bachelor of Medicine and Bachelor of Surgery MBBS,Bachelor of Medicine and Bachelor of Surgery
0f3126e2e251b31c3a9669657d75ab84,Bachelor of Medicine and Bachelor of Surgery MBBS,MBBS
9f65cd834a497b63fe9c84f5fc0a5f50,Hollow Blocks,Hollow Blocks
d7d0dbe4e1cd1cae2ad59d89c5a1b429,online (sign 1),online
0304bce5d54ee657766345e3a7a12c01,peanut butter,peanut butter
7a7eb6b10a62f48ca9340c43924de3d8,socks,socks
7e151daab4cfb8e95202f3011fb05e52,Addendum 1,Addendum
8d5dcb7db5c007e11ebb2bca4cd2f65d,Counter Attack,Counter Attack
3975efe903c3991903488280eeb9f82e,tuberculosis,tuberculosis
7cc09aa7887b5e0baf5b2a0b64d5c50b,staff (sign 2),staff
a124455164f8994352d4ed46b5501f1a,Hemorrhoid Piles,Hemorrhoid Piles
d1f264a34a82a513276308ccaecda8f6,"photocopy, xerox",photocopy
d1f264a34a82a513276308ccaecda8f6,"photocopy, xerox",xerox
aea03fc0f2d8a208062b1ff8f061cfb6,nucleus,nucleus
5a37bcf1f2ce2e0a7ae669edb0309580,enzymes,enzymes
6f781b80d8749bdb8d38327db9b5b7b1,separate (sign 2),separate
2521403cbc6d2477b2763f1ba53d6e5c,Directorate of School EducationDSE,Directorate of School Education
2521403cbc6d2477b2763f1ba53d6e5c,Directorate of School EducationDSE,DSE
6dabd5ec9f24f4ed29ad59a1da183325,Pasteurization,Pasteurization
9cfec03f316153d99e58c9fa23fc0692,what,what
a2cd2ec366fff9c679f2315caf3f8e29,degree sign 1,degree
8675f8c0ba03e4e969612ee2f32011d1,aunt,aunt
6be2aff8f2c48f5db9cd2a4d744d232c,strange,strange
454a6acd36fd9d8d19ee7f9f5f80957a,Ladder,Ladder
3b11a9f62631340827518efc634a5aaa,test tube chemistry lab,test tube
3b11a9f62631340827518efc634a5aaa,test tube chemistry lab,chemistry lab
65a4a15384e4884d9db3ad9253421096,probability,probability
53a8bc49b7e74b6b1c383db1f6ab9615,computer,computer
8e6b2b9bd3d849ab72739c5169b7cec7,Elevation,Elevation
3ca13b10ea26916004fe0d5d27647ccc,AC express train,AC express train
248b7b9509bacf5086f9c37cb2620f34,chair,chair
5791f2dff190644d45603fbc96ba2756,Date of Retirement 1,Date of Retirement
48c1d26cad7fb7e0d04e7af08d7e8930,terracotta,terracotta
873360927cbf29f45b3a5f69dc5b034b,Reaper Bainder,Reaper Binder
78f7a2bee858c562864f6988199861e2,syntax sign,syntax
f889b8af517676f9a539a8ba7e676520,Lawsonia Alba,Lawsonia Alba
9deb325d0ac393d83021c760795d004c,smoke,smoke
092c6bfe66d59de279d1ca33907263e0,Mauritius,Mauritius
1da1429650bfeaf95d08a03ec9cac4dc,Construction,Construction
87481e2180d7536f20d100c4cdda581a,Tele Law,Tele Law
c2dc35b2e0c7af5fba6ac6ca89beed4a,North pole and South pole magnet,North pole magnet
c2dc35b2e0c7af5fba6ac6ca89beed4a,North pole and South pole magnet,South pole magnet
df23474e4d2397a9a0c1ac24d3eb54f4,Soil Aeration,Soil Aeration
b24a3a6f1e8fccd6d0b54f11fe7227af,Not operator,Not operator
cfa6db81089996da532ec76b2631960f,Biometric,Biometric
ca62718ee7c471fe4dcb5db6883fc4b1,Unfair dismissal (Meaning),Unfair dismissal
8c74c3240743930879c53b36abdbe02b,Classification of Fungus,Classification of Fungus
f43a4b482dc1aafe4cb3258807cefe48,Volatile,Volatile
07141876276e0be0b4f4e94341a22fcd,silver (sign 1),silver
822b4d53548ecd3836681810c9fd8348,queue,queue
bee511d5a3b725852b37d295025047a6,"Daily, Everyday",Daily
bee511d5a3b725852b37d295025047a6,"Daily, Everyday",Everyday
0debcc4240fe3cb4afb386563f426f10,Factory Worker,Factory Worker
850b74a8e2f38922893ef954b1b50cfe,"informal, casual",informal
850b74a8e2f38922893ef954b1b50cfe,"informal, casual",casual
39653906a0dd4dc14ccc266e618bbe30,Building Lifting Technique,Building Lifting Technique
e1ca296b90b05e02c1fcad828a4b8451,Pin Tuck,Pin Tuck
895a863f446f2661c30b61c35ce45d5e,Appliances Control,Appliances Control
720c2f9e7949d2197bc9a543ee6c08bd,Allegation accusation & accused,Allegation
720c2f9e7949d2197bc9a543ee6c08bd,Allegation accusation & accused,accusation
720c2f9e7949d2197bc9a543ee6c08bd,Allegation accusation & accused,accused
97270c9218780e0f322bca196fe2fa6a,Birth Certificate,Birth Certificate
0f502594a6a486808d95a7846e5faf4b,wavy hair,wavy hair
7828d3d38f6cd0373d90c23b0e045dad,"10,000 ten thousand","10,000"
7828d3d38f6cd0373d90c23b0e045dad,"10,000 ten thousand",ten thousand
a1f0c35bb363eb6dd2fd67c44ae225e6,Crutches,Crutches
49add12e04de983aaef4f00475c04db3,algebra,algebra
98f8940f6b048da290702d9d5873621c,Blue Flowered Plants,Blue Flowered Plants
6b4a794f6659c9ce617f55f4be07ab96,Mating Method of Poultry,Mating Method of Poultry
00c0cac9563c41fe03f5fb8fdae909c2,Thyroid Cancer,Thyroid Cancer
eb08e5fe80cd5da970d70c713154d712,Char Minar,Char Minar
e221f7dcd6a75b9ed0e93bf5a2de9f3a,Sub Directory,Sub Directory
039356c78057001897df43f32bfdf23c,Advantages of Drainage,Advantages of Drainage
3a6365172b9852cab99487e2596a625c,"Air India, Alliance Air",Air India
3a6365172b9852cab99487e2596a625c,"Air India, Alliance Air",Alliance Air
9c9f75427960a8e6e728e77c746a8f7d,Asystole,Asystole
9638d1c1981d47e7dca6e1a698dd2513,ash,ash
4eaba1b29dd2539df2cf1c4aa3f61702,slap (sign 1),slap
32183615e300684e6404fa4d4ea8b3f4,like social media sign 2,like social media sign
cdb0f8d944416aeea7c646c40ffe6e25,HTC Mobile,HTC Mobile
29f80fe097d460096d7d3fa5f38fc278,biscuit,biscuit
1279cfba8b6d59e63f4f8209717b8a4a,Infection,Infection
6903eb965244a4ce56b0025774cccd5c,funeral pyre,funeral pyre
952e00949fd49f3289eaa436bc849601,already (sign 2),already
9372e9861f528f165baa997bf25131ad,Contour Cropping,Contour Cropping
69620cb0f6007c059459bf1cf4e67de7,shooting,shooting
f24491f78454d469cccf87e8e5194fc5,Monday,Monday
5e5e0f9aee3c6965a86f8baaa0a66ee0,Base Line,Base Line
f65861df4f494274f3e8c8420d4a41ca,Nematicides,Nematicides
804027bd0e82cedfd314daf8e236e1bd,Martial Law,Martial Law
fcb47de910b571c6820b3750b2bfc5d2,"Thermometers, Mercury",Mercury Thermometers
130b492eac8ca21b204a368b40b5d2ca,search,search
a5b5a31ab99191f888eac66ff69913b8,HSBC Bank,HSBC Bank
af28d7aeac3e29495cff56ac778c72cb,consultant,consultant
dafa067471b265eca1f4d2e33f75cdec,Accelerated Graphics Port,Accelerated Graphics Port
a1500bc51d08e30d314ad1d01d0bcf0c,"herd of elephants, parade of elephants, memory of elephants",herd of elephants
a1500bc51d08e30d314ad1d01d0bcf0c,"herd of elephants, parade of elephants, memory of elephants",parade of elephants
a1500bc51d08e30d314ad1d01d0bcf0c,"herd of elephants, parade of elephants, memory of elephants",memory of elephants
e09c250de7c3b75aea793f67ab547e78,triangle (sign 2),triangle
500ce156d7d0be5e7f07faaea13e7c74,alloy,alloy
31e72162367db405d2310a8d01ce0776,late (sign 1),late
6d745972a826747753ea616dd0e077f7,musician (sign 2),musician
f217c75b9dd47179834df1c739557e6a,Shahrukh Khan,Shahrukh Khan
f7e6a61b9a8213e49b3fcedb1d209580,Paytm (sign 2),Paytm
831fb87020a3aebc53f5124d06503343,Rotating tool,Rotating tool
70c7ef3e94c22344620aeefcdc11b9f6,Shaheed Bhagat Singh sign 1,Shaheed Bhagat Singh
046cd10db0b61dfe13716652f93094b4,Heatstroke,Heatstroke
3e57b597675e63c363a22b4a81dc6276,Bobbinet,Bobbinet
f96a7c595789e9efb02d4f4b13d2faf4,Rake,Rake
b77927dd05f553c6061ca0fc9fe7fcea,deer sign 2,deer
defd2fd023728ba09f18d3dbccf0729b,cabbage,cabbage
e2f5d134d42485a3b8662eae14870d98,Crop Geography,Crop Geography
4c2b45d048028828e0b165deabb205fd,bigger integer,bigger integer
bf46d0757cf1f30e8f8909a262bbafa7,Gun Metal,Gun Metal
61fdb88d314afa1c2795729236bdc973,bails,bails
851c398261f79d08ea7ecfae981f1a3a,astronaut,astronaut
5bcc15ad0c30eca5bb4f726594abcb74,"manner, behaviour, conduct",manner
5bcc15ad0c30eca5bb4f726594abcb74,"manner, behaviour, conduct",behaviour
5bcc15ad0c30eca5bb4f726594abcb74,"manner, behaviour, conduct",conduct
d324ea966b6e59186b26500b60bc288b,environment (sign 2),environment
c838345d55f700d155e3db7a880ae3dc,mass,mass
672bf36ff5c6d8d47c2c87eec4a36301,"toss, coin toss",toss
672bf36ff5c6d8d47c2c87eec4a36301,"toss, coin toss",coin toss
6a5da9d279e99e83b20aace778a61c43,freezing point explanation,freezing point explanation
0267564b5c0c2530c01264a8b86e9ee7,tongs,tongs
a5bb1ce7c9937f7a73bb4bae85c07c0a,Red Flowered Plants,Red Flowered Plants
a8f67bf71e9f0edd57f7fd0a67d8e1eb,gun (sign 1),gun
18b493e3a9f50940f78a5643c64eae1e,Co accused,Co accused
9ccbd55cc8ea3ef81e460b8156dbc45a,interview (sign 1),interview
42f78605f4aa2440f1d14750e8461737,kilometre,kilometre
343983cae51068e45a8a5e8462f767f8,Ear Plug,Ear Plug
9c3179fc9dd93eefdc51025ecf9444fa,Accommodation Endorsement,Accommodation Endorsement
165a1fc2288e2e0c6ee6ef0dbd555501,Indoor Gardening,Indoor Gardening
0d820ba13cc841c5d47d0464280695af,paan,paan
3f55623be79994a7132e6d8f926da5ac,weekly (example),weekly instance
328da9e7290c5349e0e82d4106871c8d,Soil Physics,Soil Physics
35718912c1d67f9a298c603b9d452396,Aedes,Aedes
a6a853048ad571d1d637fa9649cb17b3,Tremor,Tremor
0de854bee89670f5db4d433fe4099a62,"Interrogatory, Interrogation",Interrogatory
0de854bee89670f5db4d433fe4099a62,"Interrogatory, Interrogation",Interrogation
3b3d30e238a31ab50e03dbb095c1e0d3,backflow,backflow
9eb843c88b5c9ff631f7fee2b6bc255c,Ingadulicis,Ingadulicis
d778207bfceeaa96238fa64254a27cfb,vodka (sign 2),vodka
55088a5600792f43d51bcade7f29203d,behead,behead
dc0117264ff46f90540e73149c34cccc,camera,camera
235bb4322f0334c21c287e0c742afa2c,"tops, studs earrings",tops
235bb4322f0334c21c287e0c742afa2c,"tops, studs earrings",studs earrings
b227c09d79b8e1f2da7a801ccc3961c1,public,public
cd43981c20b0e31d0cce2abcbb9f713c,co curriculum,co curriculum
1037eec868d520ceece7eb3c9ff50085,Seam Ripper,Seam Ripper
ec129565798f01e3a0c7d43140fc0e5b,Indian Sign Language Research and Training Centre (ISLRTC),Indian Sign Language Research and Training Centre
53344985417dfbb0daf3246eaba0075b,Nursery rhymes,Nursery rhymes
4d481d3b47b022a9848d6831e293b989,grass,grass
14329cae45cd3f15c8a09d03102bfde2,kidney beans (sign 1),kidney beans
8bafbdda866f8448a0739c7c0502e5b1,age,age
8bdbb6cb7272e8170331d15675a56152,glass cutter,glass cutter
847d726ddb9f88080e7ebc9bd6c89c20,important,important
9b338f546078b5662dc847e0eabd2ff0,village sign language,village sign language
4fa916b4406bb73fa75cb45100533424,person,person
11476a2ad81545884c73e736cc1c9578,wound,wound
53696d893bd74d2591c983e99313dc9d,knock,knock
